token_1,ws,token_2,count
",",1_NL_52_SP,AT,1
",",1_NL_26_SP,AT,12
return,2_SP,COMMENT,1
+,3_SP,COMMENT,2
+,17_SP,COMMENT,3
+,12_SP,COMMENT,1
),1_NL_17_SP,throws,2
),1_NL_37_SP,throws,1
?,1_NL_16_SP,IDENTIFIER,3
",",1_NL_27_SP,int,1
",",1_NL_13_SP,int,3
+,1_NL_31_SP,STRING_LITERAL,1
COMMENT,197_SP,public,1
),1_NL_197_SP,{,1
",",1_NL_42_SP,long,1
IDENTIFIER,1_NL_42_SP,{,3
",",1_NL_37_SP,boolean,3
",",1_NL_14_SP,final,1
),1_NL_6_SP,throws,1
),1_NL_56_SP,.,1
;,1_NL_56_SP,for,1
{,1_NL_4_SP,;,2
:,1_NL_11_SP,IDENTIFIER,1
IDENTIFIER,1_NL_7_SP,IDENTIFIER,1
COMMENT,2_NL_8_SP,int,1
?,1_NL_8_SP,COMMENT,8
:,2_NL,COMMENT,2
STRING_LITERAL,1_NL_85_SP,:,1
+,1_NL_1_SP,IDENTIFIER,1
;,1_NL_98_SP,},1
return,1_NL_4_SP,STRING_LITERAL,1
),1_NL_13_SP,AT,3
COMMENT,1_NL_4_SP,IDENTIFIER,9
<,2_SP,IDENTIFIER,1
=,1_NL,this,3
:,1_SP,case,9
COMMENT,2_NL,assert,1
INTEGER_LITERAL,2_SP,+,10
+,1_NL_14_SP,IDENTIFIER,4
IDENTIFIER,1_NL_47_SP,?,1
;,1_NL_47_SP,return,2
;,1_NL_23_SP,this,1
;,2_NL_10_SP,return,1
{,1_NL_5_SP,COMMENT,3
COMMENT,1_NL_1_SP,switch,1
private,2_SP,long,1
],1_NL_8_SP,{,1
),1_NL_17_SP,:,1
;,2_NL_25_SP,for,1
),1_NL_60_SP,:,2
;,1_NL_60_SP,if,3
",",2_NL,AT,4
:,1_NL_24_SP,IDENTIFIER,3
?,1_NL,STRING_LITERAL,2
;,2_NL_24_SP,return,3
class,1_NL_8_SP,},1
IDENTIFIER,1_NL_26_SP,{,1
),1_NL_34_SP,throws,2
),1_NL_18_SP,throws,1
",",0_None,-,1
INTEGER_LITERAL,1_SP,",",3
&&,1_NL_16_SP,!,1
COMMENT,1_NL_3_SP,},3
;,2_NL_63_SP,public,1
",",1_NL_58_SP,long,1
||,2_SP,COMMENT,2
),1_NL_42_SP,:,2
",",1_NL_51_SP,AT,1
),1_SP,final,7
",",1_NL_35_SP,AT,11
",",1_NL_43_SP,final,35
",",1_NL_52_SP,final,4
),1_NL_29_SP,?,1
:,1_NL_52_SP,IDENTIFIER,1
{,2_NL_23_SP,IDENTIFIER,3
IDENTIFIER,1_NL_90_SP,.,2
;,1_NL_90_SP,IDENTIFIER,2
{,1_NL_33_SP,IDENTIFIER,111
IDENTIFIER,1_NL_38_SP,),6
{,1_NL_1_SP,IDENTIFIER,18
IDENTIFIER,3_SP,>=,2
},2_NL_1_SP,abstract,2
IDENTIFIER,1_NL_12_SP,),2
private,1_NL,IDENTIFIER,15
+,1_NL_8_SP,new,2
NULL_LITERAL,1_NL_8_SP,||,35
),1_NL_8_SP,|,14
{,1_SP,(,2
",",1_NL_8_SP,HEX_LITERAL,1
{,1_NL_4_SP,byte,2
COMMENT,1_NL_21_SP,COMMENT,3
COMMENT,1_NL_21_SP,COMMENT,1
(,0_None,OCTAL_LITERAL,1
OCTAL_LITERAL,0_None,),1
COMMENT,1_NL_21_SP,if,1
;,1_NL_16_SP,byte,1
void,1_NL_8_SP,IDENTIFIER,8
],1_NL_8_SP,&&,2
],1_NL_8_SP,IDENTIFIER,3
HEX_LITERAL,1_NL_8_SP,&&,2
{,1_NL_4_SP,while,10
~,0_None,INTEGER_LITERAL,19
++,1_SP,-,10
{,1_NL_9_SP,if,1
{,1_NL_17_SP,IDENTIFIER,1
COMMENT,1_NL_8_SP,throws,3
^,1_SP,COMMENT,7
COMMENT,1_NL_8_SP,BOOL_LITERAL,10
-=,1_SP,super,1
},1_NL_12_SP,if,1
},1_NL_12_SP,try,1
float,0_None,...,4
COMMENT,65_SP,package,22
;,2_NL_65_SP,import,9
},1_NL,protected,14
return,3_SP,IDENTIFIER,6
},7_NL_4_SP,},1
;,3_NL_65_SP,import,13
;,36_SP,COMMENT,1
;,33_SP,COMMENT,2
{,23_SP,COMMENT,1
{,24_SP,COMMENT,1
;,23_SP,COMMENT,1
{,21_SP,COMMENT,1
;,37_SP,COMMENT,1
{,33_SP,COMMENT,1
;,27_SP,COMMENT,1
;,45_SP,COMMENT,1
;,44_SP,COMMENT,1
{,2_SP,},1
;,20_SP,COMMENT,4
{,9_SP,COMMENT,5
{,15_SP,COMMENT,2
{,18_SP,COMMENT,3
;,8_SP,COMMENT,6
{,4_SP,COMMENT,3
;,16_SP,COMMENT,5
;,17_SP,COMMENT,3
{,1_NL_3_SP,},1
;,25_SP,COMMENT,1
static,2_SP,void,9
COMMENT,1_NL_4_SP,super,1
{,12_SP,COMMENT,2
{,13_SP,COMMENT,1
},2_NL,;,1
{,11_SP,COMMENT,1
{,19_SP,COMMENT,2
{,22_SP,COMMENT,2
{,49_SP,COMMENT,1
{,56_SP,COMMENT,1
;,2_NL_1_SP,void,1
;,2_NL_1_SP,void,1
},5_NL_4_SP,},3
IDENTIFIER,1_NL,class,16
},1_NL_2_SP,),33
BOOL_LITERAL,1_NL_2_SP,),24
},3_NL,synchronized,18
;,3_NL_2_SP,IDENTIFIER,1
),1_NL_50_SP,.,6
;,1_NL_50_SP,IDENTIFIER,3
return,1_NL_2_SP,IDENTIFIER,3
COMMENT,1_NL_2_SP,},12
;,1_NL_23_SP,for,4
(,1_NL_2_SP,NULL_LITERAL,4
||,1_NL_2_SP,IDENTIFIER,1
;,1_NL_2_SP,import,2
STRING_LITERAL,1_NL_2_SP,),24
+,1_NL_2_SP,IDENTIFIER,6
COMMENT,1_SP,STRING_LITERAL,11
",",1_NL_2_SP,STRING_LITERAL,2
{,1_NL_34_SP,try,3
},2_NL_4_SP,AT,10
},2_NL_36_SP,AT,1
;,3_NL_50_SP,IDENTIFIER,2
NULL_LITERAL,1_NL_2_SP,),2
{,1_NL_2_SP,new,1
{,2_NL_2_SP,new,1
+,1_NL_2_SP,COMMENT,1
+,1_NL_2_SP,(,2
",",3_SP,boolean,1
;,2_NL_23_SP,COMMENT,1
),1_NL_12_SP,throws,2
),1_NL_8_SP,->,6
",",1_NL_48_SP,long,10
),1_NL_40_SP,throws,22
;,2_NL_48_SP,COMMENT,9
),1_NL_8_SP,COMMENT,8
:,1_NL_4_SP,},64
{,1_NL_21_SP,if,2
{,1_NL_18_SP,IDENTIFIER,4
{,1_NL_31_SP,IDENTIFIER,107
",",1_NL_8_SP,AT,155
",",1_NL_16_SP,},51
{,1_NL_30_SP,try,5
{,1_NL_44_SP,return,1
;,2_NL_8_SP,COMMENT,8
COMMENT,2_NL_8_SP,import,8
",",1_NL_7_SP,new,4
;,2_NL_52_SP,},3
IDENTIFIER,1_NL_1_TB,implements,4
),1_NL_8_SP,private,34
IDENTIFIER,1_NL_16_SP,:,1
;,1_NL_16_SP,final,10
{,1_NL_11_SP,super,4
class,1_NL_8_SP,.,7
IDENTIFIER,1_NL_8_SP,->,5
",",1_NL_25_SP,AT,4
{,2_NL_21_SP,if,1
{,1_NL_29_SP,if,12
{,2_NL_28_SP,if,1
;,1_NL_16_SP,try,8
{,1_NL_34_SP,if,2
IDENTIFIER,1_NL_69_SP,IDENTIFIER,2
{,1_NL_65_SP,if,2
{,1_NL_12_SP,if,40
",",1_NL_32_SP,int,1
{,1_NL_52_SP,IDENTIFIER,6
{,1_NL_27_SP,try,12
",",1_NL_20_SP,AT,3
",",1_NL_28_SP,AT,6
;,2_NL_28_SP,COMMENT,6
",",1_NL_21_SP,AT,2
;,2_NL_21_SP,COMMENT,2
;,2_NL_30_SP,COMMENT,4
;,2_NL_26_SP,COMMENT,4
",",1_NL_27_SP,AT,4
;,2_NL_27_SP,COMMENT,4
;,2_NL_34_SP,COMMENT,2
;,2_NL_33_SP,COMMENT,7
;,2_NL_38_SP,COMMENT,4
;,2_NL_32_SP,COMMENT,4
",",1_NL_39_SP,AT,7
;,2_NL_39_SP,COMMENT,4
;,2_NL_37_SP,COMMENT,6
",",1_NL_42_SP,AT,7
;,2_NL_42_SP,COMMENT,6
;,2_NL_35_SP,COMMENT,8
;,2_NL_40_SP,COMMENT,4
;,2_NL_44_SP,COMMENT,4
",",1_NL_49_SP,AT,4
",",1_NL_47_SP,AT,2
;,2_NL_47_SP,COMMENT,5
;,2_NL_29_SP,COMMENT,2
;,2_NL_25_SP,COMMENT,3
{,1_NL_74_SP,IDENTIFIER,1
{,3_NL_3_SP,COMMENT,2
static,1_NL,IDENTIFIER,1
{,1_NL_35_SP,IDENTIFIER,47
COMMENT,2_NL,EOF,6
COMMENT,2_NL,throw,2
{,1_NL_12_SP,return,39
NULL_LITERAL,1_NL_4_SP,COMMENT,1
STRING_LITERAL,1_NL_8_SP,},3
;,3_NL_1_SP,},17
(,1_NL_11_SP,IDENTIFIER,21
IDENTIFIER,1_NL_11_SP,.,3
{,1_NL_7_TB,IDENTIFIER,4
",",1_NL_5_SP,int,1
;,3_NL_5_TB,COMMENT,1
",",1_NL_7_SP,int,1
;,3_NL_7_TB,COMMENT,8
;,1_NL_3_TB,try,4
},1_NL_3_SP,if,3
),1_NL_3_TB,IDENTIFIER,1
IDENTIFIER,2_NL_1_SP,},1
;,1_NL_11_TB,IDENTIFIER,6
;,1_NL_3_SP,this,7
COMMENT,1_NL,;,4
{,2_NL_4_SP,super,27
),2_NL,;,2
COMMENT,3_NL_1_TB,public,2
},3_NL_1_SP,COMMENT,2
;,3_NL_3_SP,COMMENT,1
COMMENT,1_NL_3_TB,boolean,1
",",1_NL_5_TB,IDENTIFIER,1
{,1_NL_4_TB,this,1
",",1_NL_10_TB,IDENTIFIER,1
;,3_NL_10_TB,COMMENT,1
",",1_NL_7_TB,IDENTIFIER,1
",",1_NL_2_TB,float,5
;,3_NL_2_TB,COMMENT,3
",",1_NL_6_TB,float,1
;,3_NL_6_TB,COMMENT,1
",",1_NL_2_TB,int,2
{,1_SP,AT,3
;,3_NL_3_SP,},1
{,3_NL_1_TB,COMMENT,1
;,1_NL_3_TB,IDENTIFIER,3
;,1_NL_3_SP,return,1
),1_NL_10_TB,throws,1
;,3_NL_11_SP,},1
",",2_SP,AT,6
!,1_SP,STRING_LITERAL,4
{,1_NL_12_SP,boolean,2
(,1_NL_17_SP,IDENTIFIER,2
(,1_NL_12_SP,IDENTIFIER,3
{,2_NL_37_SP,return,2
},4_NL,boolean,2
;,1_NL_12_SP,for,2
:,1_NL,return,34
(,1_NL_11_SP,new,2
),1_NL_28_SP,:,2
{,1_NL_10_SP,return,3
;,1_NL_6_TB,try,7
;,1_NL_6_TB,IDENTIFIER,7
;,1_NL_11_TB,return,2
;,1_NL_4_TB,throw,6
",",1_NL_16_SP,AT,40
{,2_NL_12_SP,if,13
},3_NL_6_SP,COMMENT,3
;,3_NL_40_SP,COMMENT,2
;,3_NL_24_SP,if,2
COMMENT,4_NL,private,3
{,1_NL,switch,4
),0_None,DECIMAL_LITERAL,2
{,2_NL_8_SP,AT,2
},2_NL_3_SP,IDENTIFIER,9
},1_NL_3_TB,return,5
",",1_NL_7_SP,STRING_LITERAL,2
;,1_NL_3_TB,return,4
BOOL_LITERAL,1_NL_8_SP,:,10
:,1_SP,BOOL_LITERAL,24
},1_NL_4_SP,if,1
},1_NL_2_SP,return,1
),1_NL_6_SP,||,1
!=,0_None,IDENTIFIER,2
{,2_NL_5_TB,private,2
),1_NL_24_SP,.,17
;,1_NL_24_SP,COMMENT,10
),1_NL_28_SP,.,7
;,3_NL_28_SP,IDENTIFIER,1
),1_NL_1_SP,.,2
),1_NL_8_SP,;,3
;,1_NL_4_SP,for,1
),0_None,||,27
||,0_None,IDENTIFIER,3
COMMENT,1_NL_62_SP,COMMENT,1
COMMENT,1_NL_58_SP,IDENTIFIER,1
;,2_NL_7_TB,IDENTIFIER,2
{,2_NL_7_SP,IDENTIFIER,18
},2_NL_7_SP,IDENTIFIER,21
;,1_NL_8_SP,COMMENT,1
COMMENT,1_NL_8_SP,this,1
&&,0_None,(,8
;,1_NL_7_TB,IDENTIFIER,23
},2_NL_6_TB,COMMENT,2
COMMENT,1_NL_6_SP,if,3
COMMENT,2_NL_3_TB,IDENTIFIER,1
},2_NL_7_TB,if,1
{,1_NL_11_SP,COMMENT,1
;,2_NL_1_SP,public,1
{,1_NL_4_TB,return,3
COMMENT,1_NL_6_SP,return,1
),1_NL_2_TB,",",11
),1_NL_2_SP,public,11
;,2_NL_36_SP,IDENTIFIER,3
.,1_NL_24_SP,IDENTIFIER,1
{,2_NL_3_SP,return,1
{,1_NL_8_SP,if,1
},5_NL,COMMENT,3
},3_NL,int,1
),0_None,&&,12
COMMENT,3_NL,IDENTIFIER,9
COMMENT,245_SP,finally,1
{,1_NL_241_SP,COMMENT,1
private,2_SP,void,2
COMMENT,1_NL_4_SP,try,1
{,4_NL_4_SP,IDENTIFIER,3
},4_NL,if,1
{,1_NL_12_SP,COMMENT,1
IDENTIFIER,0_None,||,2
IDENTIFIER,1_NL_20_SP,),1
COMMENT,3_NL_12_SP,if,1
COMMENT,2_NL_12_SP,},1
;,1_NL_3_TB,if,1
;,2_NL_3_TB,if,1
},2_NL_3_TB,COMMENT,2
},2_NL_1_SP,return,1
void,2_SP,IDENTIFIER,5
COMMENT,2_NL_3_TB,return,1
;,9_SP,COMMENT,2
;,10_SP,COMMENT,10
;,7_SP,COMMENT,5
;,13_SP,COMMENT,3
{,2_NL_20_SP,COMMENT,1
{,2_NL_16_SP,IDENTIFIER,3
},3_NL_3_TB,public,2
{,2_NL_20_SP,IDENTIFIER,1
||,0_None,(,26
==,2_SP,NULL_LITERAL,3
},2_NL_1_SP,IDENTIFIER,4
;,1_NL_1_SP,if,1
},2_NL_6_TB,if,2
COMMENT,1_NL_1_SP,if,2
COMMENT,1_NL_1_SP,if,2
;,2_NL_32_SP,IDENTIFIER,20
{,2_NL_5_SP,for,1
COMMENT,1_NL_2_SP,COMMENT,5
COMMENT,4_NL_4_SP,COMMENT,1
COMMENT,0_None,EOF,3
NULL_LITERAL,1_NL_4_SP,||,1
;,1_NL_3_SP,int,1
},1_NL_6_TB,return,1
NULL_LITERAL,1_NL_2_TB,||,1
NULL_LITERAL,1_NL_6_SP,||,1
;,1_NL_1_SP,case,2
;,1_NL_1_SP,default,1
),1_NL_12_SP,},1
;,3_NL_3_TB,public,1
;,2_NL_9_SP,IDENTIFIER,1
;,2_NL_9_TB,return,1
IDENTIFIER,1_NL_3_SP,AT,40
COMMENT,3_NL_1_SP,COMMENT,1
COMMENT,4_NL_8_SP,},1
),1_NL_2_SP,AT,35
!=,0_None,STRING_LITERAL,1
",",1_NL_27_TB,AT,1
",",1_NL_1_SP,IDENTIFIER,2
),1_NL_7_SP,},1
&&,2_SP,this,1
&&,0_None,this,1
COMMENT,1_NL_1_SP,AT,13
),1_NL_1_SP,private,1
),2_SP,==,3
),4_SP,{,3
{,1_NL_16_SP,IDENTIFIER,1
},1_NL_16_SP,},2
",",1_NL_1_SP,AT,1
),1_NL_17_SP,},1
},2_NL_2_SP,AT,1
;,2_NL_2_SP,public,1
},2_NL_1_SP,this,1
{,2_NL_5_SP,if,1
{,1_NL_3_TB,if,1
;,1_NL_1_SP,byte,1
;,2_NL_1_SP,if,1
;,11_SP,COMMENT,1
COMMENT,2_NL_1_SP,return,1
},2_SP,COMMENT,3
COMMENT,3_NL,private,3
COMMENT,2_NL_2_SP,COMMENT,1
COMMENT,2_NL_1_SP,if,1
{,1_NL_7_SP,this,1
},2_NL_1_SP,if,1
;,2_NL_19_SP,if,7
{,1_NL_8_SP,this,29
COMMENT,2_NL_1_SP,public,1
{,2_NL_6_SP,COMMENT,1
COMMENT,2_NL_3_SP,},1
{,2_NL_4_SP,case,4
;,1_NL_14_TB,IDENTIFIER,5
;,1_NL_14_SP,if,1
;,1_NL_8_TB,},6
;,2_NL_7_SP,public,1
},1_NL_7_TB,public,1
},2_NL_7_SP,boolean,1
&&,0_None,!,1
(,1_NL_26_SP,new,1
;,1_NL_55_TB,},1
;,2_NL_7_SP,AT,2
;,1_NL_7_TB,AT,2
;,1_NL_7_SP,AT,2
),1_NL_2_TB,:,2
),1_NL_2_TB,?,6
(,1_NL_2_TB,AT,2
;,1_NL_2_TB,boolean,2
COMMENT,1_NL_7_TB,COMMENT,4
{,1_NL_15_SP,try,4
;,1_NL_21_TB,if,2
},1_NL_21_SP,IDENTIFIER,4
;,1_NL_21_TB,IDENTIFIER,4
{,1_NL_13_TB,IDENTIFIER,2
;,1_NL_21_SP,COMMENT,2
COMMENT,1_NL_21_TB,if,2
COMMENT,1_NL_7_TB,COMMENT,4
{,1_NL_29_SP,if,2
},1_NL_28_TB,IDENTIFIER,2
;,1_NL_21_SP,if,2
},2_NL_21_TB,IDENTIFIER,2
COMMENT,1_NL_18_TB,COMMENT,2
COMMENT,1_NL_18_TB,IDENTIFIER,2
",",1_NL_2_TB,AT,2
),1_NL_1_TB,break,25
},1_NL_4_SP,IDENTIFIER,5
IDENTIFIER,1_NL,;,7
{,2_NL_1_SP,IDENTIFIER,4
{,1_NL_1_SP,try,2
},2_NL_3_SP,COMMENT,1
{,1_NL_5_TB,private,2
;,1_NL_4_TB,private,2
{,1_NL_5_TB,if,1
;,1_NL_11_TB,COMMENT,2
COMMENT,1_NL_7_SP,},1
COMMENT,1_NL_7_SP,COMMENT,1
COMMENT,1_NL_7_SP,if,1
++,1_SP,+,1
;,1_NL_7_SP,private,2
;,1_NL_7_TB,public,1
;,2_NL_9_SP,for,1
},2_NL_9_TB,IDENTIFIER,1
},2_NL_2_SP,},1
},3_NL_4_SP,public,1
{,2_NL_8_SP,if,1
},2_NL_6_TB,IDENTIFIER,2
),2_NL,private,1
},5_NL_1_SP,public,1
),1_NL_5_SP,},2
{,1_NL_8_SP,private,2
=,6_SP,INTEGER_LITERAL,1
=,5_SP,INTEGER_LITERAL,1
=,0_None,HEX_LITERAL,2
COMMENT,1_NL_1_SP,private,23
int,4_SP,IDENTIFIER,1
COMMENT,2_NL_1_SP,COMMENT,2
COMMENT,2_NL_7_TB,COMMENT,1
;,3_NL_4_TB,},1
COMMENT,3_NL,for,1
;,1_NL_7_SP,IDENTIFIER,2
;,1_NL_7_SP,IDENTIFIER,6
},1_NL_7_SP,throw,1
COMMENT,2_NL,byte,8
COMMENT,1_NL_7_SP,throw,7
},3_NL,void,5
COMMENT,2_NL_7_SP,try,1
;,2_NL_14_TB,IDENTIFIER,1
;,2_NL_14_SP,if,1
{,1_NL_3_SP,throw,3
;,3_NL,boolean,7
],1_SP,%,1
{,1_NL,byte,1
{,1_NL_8_SP,throw,2
?,1_NL_8_SP,BOOL_LITERAL,1
+,0_None,new,2
],2_SP,=,1
],0_None,==,3
new,1_NL_8_SP,IDENTIFIER,1
],0_None,+,30
},1_NL_14_TB,COMMENT,1
},1_NL_14_SP,COMMENT,1
COMMENT,1_NL_14_SP,COMMENT,1
COMMENT,2_NL_14_SP,COMMENT,1
COMMENT,1_NL_14_SP,IDENTIFIER,3
;,1_NL_14_SP,COMMENT,1
},2_NL_14_TB,COMMENT,1
",",1_NL_11_SP,INTEGER_LITERAL,7
;,1_NL_11_SP,if,8
{,2_NL_4_SP,byte,14
new,1_NL_4_SP,IDENTIFIER,2
COMMENT,5_NL,while,1
{,1_NL_3_TB,if,2
;,1_NL_8_TB,COMMENT,1
",",1_NL_7_SP,INTEGER_LITERAL,2
;,1_NL_7_TB,if,1
COMMENT,1_NL_4_TB,},6
;,1_NL_10_TB,COMMENT,3
;,1_NL_11_TB,if,1
;,3_NL,switch,1
{,1_NL_14_SP,case,1
;,1_NL_32_SP,COMMENT,1
COMMENT,1_NL_28_SP,if,1
;,1_NL_22_SP,IDENTIFIER,1
IDENTIFIER,0_None,%,9
%,0_None,INTEGER_LITERAL,1
;,1_NL_21_SP,if,1
},1_NL_17_SP,},1
COMMENT,3_NL,break,3
;,1_NL_1_SP,throw,1
},4_NL,void,1
COMMENT,4_NL_7_SP,if,1
;,2_NL_7_SP,try,1
},2_NL_7_TB,return,1
;,2_NL_3_SP,},7
;,2_NL_28_SP,for,1
{,1_NL_32_SP,if,1
),1_NL_31_SP,||,1
),1_NL_3_TB,&&,1
{,2_NL_38_SP,COMMENT,1
{,2_NL_32_SP,COMMENT,1
COMMENT,2_NL_36_SP,IDENTIFIER,1
{,1_NL_32_SP,COMMENT,1
COMMENT,1_NL_32_SP,},1
COMMENT,3_NL_4_SP,},2
COMMENT,1_NL_21_TB,IDENTIFIER,1
},2_NL_1_TB,if,1
{,1_NL_24_SP,break,1
],0_None,=,15
COMMENT,1_NL_7_SP,COMMENT,1
COMMENT,2_NL_4_SP,byte,1
COMMENT,1_NL_21_SP,IDENTIFIER,1
;,1_NL_21_SP,IDENTIFIER,1
{,1_NL_10_SP,COMMENT,1
{,2_NL_17_TB,COMMENT,6
COMMENT,1_NL_21_SP,IDENTIFIER,1
;,2_NL_21_TB,COMMENT,1
COMMENT,2_NL_17_SP,},1
INTEGER_LITERAL,0_None,-,4
},1_NL_21_TB,COMMENT,1
COMMENT,1_NL_17_SP,},1
COMMENT,2_NL_14_TB,COMMENT,1
},2_NL_14_SP,COMMENT,1
{,2_NL_5_SP,},1
IDENTIFIER,1_NL_16_TB,+,1
;,2_NL_16_SP,break,1
{,2_NL_3_TB,if,1
{,1_NL_1_SP,return,1
{,1_NL_3_TB,COMMENT,3
{,2_NL_3_TB,COMMENT,1
%,0_None,IDENTIFIER,8
*,0_None,(,2
/,0_None,IDENTIFIER,26
;,2_NL_7_TB,try,1
},1_NL_3_SP,},2
{,1_NL_8_SP,IDENTIFIER,1
;,1_NL_40_SP,IDENTIFIER,4
;,4_NL,import,2
COMMENT,1_NL_7_TB,int,1
;,2_NL_7_SP,if,2
;,2_NL_7_SP,if,3
},3_NL_7_SP,IDENTIFIER,2
{,1_NL_11_SP,if,2
},1_NL_10_TB,return,1
},2_NL_4_SP,private,1
},6_NL,AT,8
;,2_NL_1_SP,return,1
COMMENT,3_NL_1_SP,if,1
final,1_SP,protected,2
",",1_NL_22_SP,STRING_LITERAL,2
),1_NL_14_SP,.,1
),1_NL_5_SP,",",1
),1_NL_4_TB,",",2
",",1_NL_4_TB,AT,6
",",1_NL_3_SP,AT,2
",",1_NL_3_SP,IDENTIFIER,2
),1_NL_3_SP,&&,1
;,2_NL_4_TB,},4
),1_NL_7_TB,.,1
COMMENT,397_SP,catch,1
{,1_NL_393_SP,IDENTIFIER,1
+,1_NL_9_SP,new,3
COMMENT,1_NL_6_TB,try,1
COMMENT,1_NL_1_SP,this,1
%,1_SP,this,13
;,2_NL_12_SP,if,6
<,2_SP,INTEGER_LITERAL,1
!,1_SP,this,1
),1_NL_58_SP,.,1
",",1_NL_41_SP,this,1
),1_NL_9_SP,.,3
;,1_NL_9_SP,return,1
IDENTIFIER,2_SP,!=,2
),1_NL_3_TB,protected,3
},10_NL_4_SP,},1
;,2_NL_7_TB,},7
},1_NL_15_TB,IDENTIFIER,1
;,1_NL_11_SP,},1
",",1_NL_6_SP,AT,1
COMMENT,4_NL,AT,1
},6_NL,COMMENT,1
),3_SP,),2
},1_NL_1_SP,this,1
COMMENT,2_NL_4_SP,public,17
{,1_NL_11_SP,return,2
COMMENT,5_NL,EOF,1
;,2_NL_15_SP,COMMENT,1
{,1_NL_17_SP,COMMENT,2
},3_SP,catch,1
),0_None,super,1
;,1_NL_6_TB,COMMENT,1
COMMENT,1_NL_6_SP,COMMENT,2
COMMENT,1_NL_6_TB,if,6
(,1_NL_12_SP,new,1
;,1_NL_2_SP,IDENTIFIER,3
;,1_NL_14_SP,return,1
},4_NL,return,1
public,1_SP,default,3
;,1_NL_6_SP,},1
;,1_NL_9_TB,IDENTIFIER,2
{,1_NL_15_SP,IDENTIFIER,1
;,1_NL_15_TB,},3
},2_NL_15_SP,COMMENT,1
COMMENT,1_NL_15_TB,COMMENT,1
COMMENT,1_NL_5_TB,COMMENT,1
COMMENT,1_NL_4_TB,IDENTIFIER,1
{,1_NL_3_SP,(,1
{,1_NL_19_SP,COMMENT,1
},1_NL_16_TB,},1
{,1_NL_4_TB,try,1
;,1_NL_12_TB,try,1
},1_NL_12_SP,IDENTIFIER,1
},1_NL_9_SP,IDENTIFIER,1
COMMENT,1_NL_5_SP,COMMENT,1
{,3_NL_4_SP,for,1
;,2_NL_18_TB,IDENTIFIER,1
},2_NL_14_SP,},1
",",1_NL_43_SP,boolean,2
{,1_NL_27_SP,if,13
{,1_NL_23_SP,return,11
{,1_NL_25_SP,return,1
{,1_NL_1_TB,short,1
<,0_None,INTEGER_LITERAL,2
INTEGER_LITERAL,0_None,<<,3
<<,0_None,IDENTIFIER,3
IDENTIFIER,0_None,&,1
&,0_None,(,1
;,1_NL_3_TB,AT,11
",",3_SP,IDENTIFIER,9
},1_NL_6_TB,if,1
},1_NL_6_SP,IDENTIFIER,1
],2_SP,IDENTIFIER,2
IDENTIFIER,2_SP,},1
),1_NL_6_SP,",",1
),1_NL_15_SP,},1
),1_NL_26_SP,+,1
;,2_NL_4_SP,try,1
",",2_NL_8_SP,AT,2
",",1_NL_12_SP,AT,1
IDENTIFIER,3_SP,IDENTIFIER,3
this,1_SP,instanceof,10
},1_NL_4_SP,return,3
{,1_NL_12_SP,while,1
boolean,2_SP,IDENTIFIER,12
{,1_NL_5_TB,COMMENT,2
),1_NL_1_SP,+,1
},1_NL_9_TB,IDENTIFIER,1
;,1_NL_9_SP,for,1
;,1_NL_13_TB,},3
;,1_NL_18_TB,},1
;,1_NL_14_TB,},4
),2_NL_12_SP,},1
STRING_LITERAL,1_NL_8_SP,",",1
},1_NL_4_SP,",",1
),1_NL_6_TB,",",1
{,1_NL_10_SP,if,1
},1_NL_10_TB,},99
},1_NL_6_SP,return,1
IDENTIFIER,1_NL_18_SP,+,2
;,2_NL_18_SP,IDENTIFIER,10
IDENTIFIER,1_NL_16_SP,+,3
+,12_SP,IDENTIFIER,1
+,1_NL_3_SP,IDENTIFIER,1
COMMENT,1_NL_1_SP,protected,1
),1_NL_9_SP,:,1
COMMENT,1_NL_3_TB,protected,1
",",1_NL_40_SP,STRING_LITERAL,1
;,2_NL_44_SP,},1
),1_NL_5_SP,.,9
NULL_LITERAL,2_SP,||,2
IDENTIFIER,1_NL_20_SP,",",1
IDENTIFIER,1_NL,",",1
},0_None,if,1
",",1_NL_44_SP,boolean,3
{,2_NL_40_SP,if,1
COMMENT,2_NL_1_SP,COMMENT,1
COMMENT,2_NL,case,1
case,0_None,(,2
:,2_NL_4_SP,COMMENT,1
),1_NL_2_SP,?,2
;,2_NL_6_TB,return,1
;,1_NL_4_SP,break,2
COMMENT,105_SP,COMMENT,1
COMMENT,2_NL_105_SP,public,1
},2_NL_7_SP,AT,1
{,2_NL_12_SP,this,1
{,2_NL_4_SP,this,4
COMMENT,1_NL_1_SP,this,1
COMMENT,4_NL,COMMENT,1
COMMENT,0_None,{,2
>,0_None,::,1
},1_NL_1_SP,return,1
{,1_NL_2_TB,AT,1
",",1_NL_2_TB,AT,2
),1_NL_26_SP,.,5
IDENTIFIER,2_SP,==,1
COMMENT,1_NL_1_SP,COMMENT,14
IDENTIFIER,0_None,<=,66
<=,0_None,INTEGER_LITERAL,34
},3_NL,char,1
:,1_SP,while,1
},2_NL_7_TB,COMMENT,1
;,2_NL_7_TB,public,2
},1_NL_11_TB,},1
{,1_NL_11_SP,IDENTIFIER,2
",",1_NL_3_TB,AT,1
&&,0_None,IDENTIFIER,1
},3_NL_3_SP,COMMENT,2
),1_NL_2_SP,IDENTIFIER,153
