token_1,ws,token_2,count
IDENTIFIER,1_SP,-=,403
-=,1_SP,(,7
:,1_NL_2_SP,break,24
static,1_SP,byte,161
{,3_NL_2_SP,public,4
;,1_NL,else,2187
else,1_SP,do,4
],1_SP,/,11
{,1_NL,super,41
(,1_NL_2_SP,STRING_LITERAL,30
;,1_NL,(,154
IDENTIFIER,1_SP,protected,10
",",1_NL_2_SP,(,7
},1_NL,while,638
{,1_NL_2_SP,protected,32
(,1_NL_4_SP,INTEGER_LITERAL,17
(,1_NL,INTEGER_LITERAL,1
(,1_NL_4_SP,(,153
IDENTIFIER,1_NL_4_SP,",",7
INTEGER_LITERAL,1_SP,>,74
==,1_SP,(,52
},1_NL,int,990
},1_NL,final,334
&,1_SP,INTEGER_LITERAL,182
IDENTIFIER,1_SP,>>>=,187
>>>=,1_SP,INTEGER_LITERAL,184
INTEGER_LITERAL,1_SP,<<,485
<<,1_SP,IDENTIFIER,259
%,1_SP,(,16
*=,1_SP,INTEGER_LITERAL,11
!=,1_SP,this,118
",",1_NL_4_SP,final,87
{,1_NL_2_SP,final,9
>,1_SP,this,30
==,1_SP,DECIMAL_LITERAL,249
},2_NL,float,5
],1_SP,==,377
DECIMAL_LITERAL,1_SP,/,104
INTEGER_LITERAL,1_SP,<,67
],1_SP,<=,37
++,1_SP,>,18
",",0_None,INTEGER_LITERAL,330
return,1_SP,DECIMAL_LITERAL,55
{,2_NL_2_SP,double,5
],1_SP,||,14
],1_SP,:,86
-,0_None,(,32
*,1_SP,DECIMAL_LITERAL,64
],1_SP,&&,25
],1_NL_4_SP,&&,8
?,1_SP,(,1016
<,1_SP,DECIMAL_LITERAL,24
DECIMAL_LITERAL,1_SP,||,9
&,1_SP,(,328
;,1_NL,++,30
long,0_None,...,175
],0_None,},2
assert,1_SP,(,62
],0_None,],157
transient,1_SP,float,5
{,1_NL_4_SP,float,153
{,1_NL_4_SP,byte,1037
],1_SP,&,411
DECIMAL_LITERAL,1_SP,+,7
{,1_NL_2_SP,boolean,5
",",1_NL_4_SP,byte,4
!,0_None,new,2
+,1_NL_4_SP,IDENTIFIER,47
return,2_SP,new,13
{,1_SP,super,4
),1_SP,return,4305
],1_SP,>,89
IDENTIFIER,1_SP,/=,18
/=,1_SP,IDENTIFIER,14
;,1_NL_6_SP,case,38
;,1_NL_6_SP,default,26
{,1_NL_28_SP,super,24
;,2_NL_4_SP,double,7
),1_NL_4_SP,",",5
),0_None,},186
:,1_NL_2_SP,int,4
>,1_NL_2_SP,IDENTIFIER,27
],1_SP,instanceof,64
),0_None,[,682
{,2_NL_4_SP,},6
--,1_SP,>,43
;,3_NL,private,100
COMMENT,2_NL,if,647
;,2_NL_4_SP,try,36
INTEGER_LITERAL,0_None,/,9
:,1_NL_2_SP,try,2
IDENTIFIER,1_NL,.,73
;,1_NL_4_SP,long,4
",",1_NL_4_SP,STRING_LITERAL,316
},3_NL,EOF,14
int,1_SP,[,30
{,1_NL_2_SP,throw,26
),2_SP,{,374
),0_None,->,23
->,0_None,{,10
;,2_NL_6_SP,},8
double,0_None,),239
float,1_SP,[,13
{,1_NL_2_SP,byte,23
=,2_SP,(,32
",",1_NL_19_SP,int,3
{,1_NL_17_SP,super,6
protected,1_SP,double,25
;,3_NL_2_SP,},7
;,4_NL,AT,10
},2_NL,long,322
INTEGER_LITERAL,1_SP,/,111
<=,1_SP,(,67
:,2_NL,case,9
!=,1_SP,-,392
IDENTIFIER,1_NL,+,189
<,1_SP,-,43
(,1_NL_4_SP,int,30
?,1_SP,-,124
COMMENT,1_NL,byte,120
",",1_NL_31_SP,int,3
volatile,1_SP,boolean,248
),1_NL,&&,1089
{,2_NL_2_SP,private,47
(,1_NL_4_SP,long,18
COMMENT,1_NL,continue,169
;,1_NL,continue,531
COMMENT,2_NL,protected,106
protected,1_SP,float,25
:,1_SP,-,202
DECIMAL_LITERAL,1_SP,&&,11
=,1_NL_2_SP,IDENTIFIER,66
;,1_NL_2_SP,try,17
;,1_NL_2_SP,while,8
<=,1_SP,DECIMAL_LITERAL,2
),1_NL_4_SP,&&,258
),1_NL_2_SP,.,550
;,2_NL_2_SP,int,3
",",0_None,int,4
(,1_NL_2_SP,IDENTIFIER,438
IDENTIFIER,1_NL_2_SP,+,4
COMMENT,1_NL,super,58
},1_NL,double,17
*=,1_SP,-,3
+,1_SP,DECIMAL_LITERAL,32
-,0_None,DECIMAL_LITERAL,30
NULL_LITERAL,1_SP,==,682
IDENTIFIER,1_NL,void,913
{,1_NL_4_SP,double,282
DECIMAL_LITERAL,1_SP,:,26
{,0_None,INTEGER_LITERAL,142
INTEGER_LITERAL,0_None,},145
{,0_None,{,13
},0_None,},13
IDENTIFIER,2_SP,=,81
},3_NL,static,4
;,2_NL,switch,275
{,1_NL_2_SP,long,29
>=,1_SP,(,19
},2_NL,(,2
private,1_SP,short,17
short,0_None,[,151
;,0_None,COMMENT,192
new,1_SP,short,18
[,0_None,this,23
(,0_None,short,646
short,0_None,),576
:,0_None,{,2
protected,1_SP,volatile,28
volatile,1_SP,int,67
},1_NL,case,3891
},1_NL,default,312
],1_SP,?,6
{,3_NL_2_SP,COMMENT,8
;,3_NL_2_SP,default,1
},2_NL_2_SP,COMMENT,4
&&,1_SP,this,356
{,1_NL_4_SP,super,135
{,1_NL_4_SP,long,2837
(,1_NL_8_SP,long,61
{,1_NL_4_SP,this,325
INTEGER_LITERAL,1_SP,;,4
<,0_None,float,17
IDENTIFIER,1_NL_2_SP,.,88
",",1_NL_15_SP,int,1
{,1_NL_13_SP,this,11
",",1_NL_15_SP,boolean,1
{,1_NL_2_SP,try,30
final,1_SP,void,619
},1_NL,assert,61
",",0_None,DECIMAL_LITERAL,2
},3_NL,class,6
],0_None,++,37
;,3_NL,if,46
",",1_NL_21_SP,float,1
{,1_NL_19_SP,super,3
{,1_NL_18_SP,super,19
",",1_NL_21_SP,int,1
",",1_NL_30_SP,int,2
},1_NL,byte,139
],1_SP,|=,16
|=,1_SP,HEX_LITERAL,4
HEX_LITERAL,0_None,;,1041
static,1_SP,long,703
==,1_SP,HEX_LITERAL,86
],1_SP,&=,5
&=,1_SP,HEX_LITERAL,55
COMMENT,2_NL,int,433
:,1_NL_2_SP,for,20
static,1_SP,<,1080
;,3_NL,for,13
IDENTIFIER,0_None,+,1702
+,0_None,INTEGER_LITERAL,165
;,1_SP,int,1
},4_NL,AT,125
/,1_SP,DECIMAL_LITERAL,54
IDENTIFIER,1_NL_2_SP,-,10
IDENTIFIER,1_NL_8_SP,+,96
+,0_None,STRING_LITERAL,3551
=,1_NL_8_SP,new,795
!=,1_SP,BOOL_LITERAL,1
},1_NL,continue,72
extends,2_SP,IDENTIFIER,1
IDENTIFIER,1_NL_8_SP,?,88
;,1_NL_8_SP,COMMENT,373
",",1_NL_8_SP,(,137
{,1_NL_4_SP,long,19
",",1_NL_26_SP,int,1
{,1_NL_22_SP,long,1
",",1_NL_22_SP,int,1
{,1_NL_18_SP,long,1
=,1_NL_8_SP,(,159
;,1_NL_16_SP,for,15
(,1_NL_8_SP,STRING_LITERAL,1239
;,2_NL,assert,13
{,1_NL_4_SP,assert,596
;,2_NL_4_SP,long,15
assert,1_SP,this,11
(,1_NL_4_SP,boolean,3
INTEGER_LITERAL,1_NL_4_SP,),34
;,3_NL_8_SP,IDENTIFIER,4
{,1_NL_2_SP,double,3
{,1_NL_2_SP,float,3
},5_NL,public,2
(,1_NL_4_SP,double,3
(,1_NL_4_SP,float,3
),1_NL_8_SP,),434
{,0_None,return,12
{,1_NL,int,13
!=,1_SP,STRING_LITERAL,61
STRING_LITERAL,1_SP,&&,91
;,2_NL_2_SP,COMMENT,38
;,2_NL_8_SP,assert,1
},2_NL,abstract,170
=,1_SP,HEX_LITERAL,313
+=,1_SP,DECIMAL_LITERAL,2
IDENTIFIER,1_NL_4_SP,&&,55
COMMENT,1_NL,EOF,173
transient,1_SP,IDENTIFIER,424
},2_NL,assert,25
static,1_SP,synchronized,78
",",1_NL_43_SP,int,2
{,2_NL_41_SP,IDENTIFIER,1
{,0_None,COMMENT,144
COMMENT,1_NL_2_SP,long,2
IDENTIFIER,1_NL_4_SP,<=,1
{,1_NL_6_SP,COMMENT,1
IDENTIFIER,1_NL_4_SP,>=,2
<<,1_SP,(,77
COMMENT,1_NL_2_SP,if,14
COMMENT,1_NL_2_SP,return,18
COMMENT,1_NL_2_SP,for,2
private,1_SP,enum,77
;,2_NL_4_SP,assert,5
COMMENT,2_NL,while,8
{,2_NL_2_SP,long,2
;,2_NL,default,76
{,1_NL_41_SP,if,3
:,1_SP,DECIMAL_LITERAL,11
;,2_NL_8_SP,float,2
;,2_NL_4_SP,float,1
;,3_NL_4_SP,int,1
{,1_NL_2_SP,static,3
assert,0_None,(,3
--,1_SP,>=,1
>,1_SP,void,664
>,1_SP,int,72
<,0_None,double,17
COMMENT,1_NL,interface,83
{,2_NL_2_SP,static,23
),1_NL_2_SP,||,17
public,1_SP,transient,4
(,1_NL_56_SP,IDENTIFIER,1
;,2_NL_56_SP,IDENTIFIER,1
(,1_NL_54_SP,IDENTIFIER,1
",",1_NL_64_SP,IDENTIFIER,2
;,1_NL_66_SP,IDENTIFIER,3
(,1_NL_64_SP,IDENTIFIER,1
;,1_NL_64_SP,IDENTIFIER,1
.,0_None,<,393
>,0_None,IDENTIFIER,459
),1_NL_4_SP,COMMENT,7
COMMENT,1_NL,.,200
;,1_NL_4_SP,super,10
},1_NL,long,454
{,2_NL_2_SP,<,1
{,1_NL_10_SP,super,2
},2_NL,<,45
{,1_NL_9_SP,super,1
;,2_NL,enum,48
;,1_NL_3_SP,IDENTIFIER,11
;,1_NL_3_SP,IDENTIFIER,146
COMMENT,1_NL,<,174
;,2_NL_1_SP,COMMENT,14
COMMENT,1_NL_1_SP,<,2
COMMENT,1_NL_1_SP,void,3
),1_NL_6_SP,.,34
;,1_NL_6_SP,IDENTIFIER,48
{,2_NL_2_SP,enum,5
COMMENT,1_NL_1_SP,void,4
>,1_NL_4_SP,IDENTIFIER,52
IDENTIFIER,1_NL_4_SP,implements,140
{,1_NL,public,2
},1_NL,else,7733
IDENTIFIER,1_SP,^,165
^,1_SP,(,134
COMMENT,1_NL,class,546
),1_NL_4_SP,IDENTIFIER,1099
),1_NL,protected,326
),1_NL_4_SP,return,340
},1_NL,catch,4312
",",1_NL_4_SP,INTEGER_LITERAL,5
),0_None,INTEGER_LITERAL,48
IDENTIFIER,1_NL_4_SP,=,45
",",1_NL,void,1
void,0_None,.,26
;,2_NL_4_SP,private,97
STRING_LITERAL,1_SP,&,1
new,0_None,",",70
;,1_NL,new,85
),1_NL_4_SP,throw,221
",",1_SP,AT,1051
final,1_SP,char,199
char,0_None,[,722
new,1_SP,char,180
COMMENT,2_NL_4_SP,COMMENT,16
IDENTIFIER,1_NL_4_SP,extends,712
{,1_NL,private,10
==,1_SP,boolean,12
",",1_NL,;,25
{,1_NL_4_SP,switch,880
{,1_NL_4_SP,case,1012
:,1_NL_4_SP,return,6331
;,1_NL_4_SP,case,10047
;,1_NL_4_SP,default,1578
.,1_NL_4_SP,IDENTIFIER,317
->,1_SP,STRING_LITERAL,27
<,0_None,byte,163
;,2_NL,byte,70
;,3_NL_4_SP,COMMENT,123
IDENTIFIER,1_SP,AT,563
IDENTIFIER,1_SP,COMMENT,253
private,1_SP,abstract,63
IDENTIFIER,1_NL_4_SP,),1999
{,1_NL_4_SP,HEX_LITERAL,1
HEX_LITERAL,0_None,",",551
",",1_SP,HEX_LITERAL,314
",",1_NL,HEX_LITERAL,51
HEX_LITERAL,0_None,},2
;,1_NL_4_SP,private,32
),1_SP,^,133
^,1_SP,IDENTIFIER,157
],1_SP,^,2
||,1_SP,this,120
;,1_NL_4_SP,else,185
else,1_NL_4_SP,IDENTIFIER,78
),1_SP,protected,4
COMMENT,1_NL_8_SP,COMMENT,26
COMMENT,2_NL_8_SP,return,8
},1_SP,COMMENT,196
COMMENT,2_NL,private,491
INTEGER_LITERAL,1_SP,|,35
),1_SP,<<,695
},1_NL_4_SP,),38
;,2_NL_4_SP,boolean,11
:,1_SP,(,495
COMMENT,1_NL,abstract,212
(,0_None,void,4
==,1_SP,byte,13
class,1_SP,||,65
==,1_SP,char,12
==,1_SP,short,11
==,1_SP,int,12
==,1_SP,long,16
==,1_SP,float,13
==,1_SP,double,17
==,1_SP,void,8
->,1_SP,BOOL_LITERAL,72
),1_NL_4_SP,COMMENT,6
),1_NL_4_SP,?,29
),1_NL_4_SP,(,20
},2_NL_4_SP,COMMENT,50
COMMENT,2_NL_12_SP,if,3
{,1_NL_4_SP,COMMENT,269
COMMENT,2_NL_8_SP,if,19
>,1_SP,boolean,223
),1_NL_4_SP,break,8
IDENTIFIER,1_NL_8_SP,{,1409
),1_NL,{,93141
!=,1_SP,void,6
",",1_SP,char,111
},2_NL,++,1
++,1_SP,==,18
=,1_SP,++,11
COMMENT,1_NL,char,22
>=,1_SP,this,52
assert,1_SP,!,105
?,1_NL_4_SP,IDENTIFIER,58
abstract,1_SP,static,135
-,1_SP,this,21
!,0_None,STRING_LITERAL,396
),1_NL_8_SP,{,2657
;,2_NL_8_SP,for,36
>,0_None,...,136
},2_NL,while,56
INTEGER_LITERAL,1_NL_4_SP,?,33
:,1_NL_2_SP,if,26
;,1_NL_4_SP,IDENTIFIER,16
NULL_LITERAL,1_NL_4_SP,?,19
;,1_NL_4_SP,try,50
{,2_NL_2_SP,boolean,6
{,1_NL_2_SP,{,1
{,1_NL_2_SP,STRING_LITERAL,14
->,1_NL_4_SP,(,7
NULL_LITERAL,1_NL_8_SP,&&,68
),1_NL_8_SP,||,7
COMMENT,1_NL_4_SP,private,8
:,1_NL_2_SP,COMMENT,38
},1_NL,switch,181
boolean,0_None,),24
;,1_NL_8_SP,this,163
:,1_NL_2_SP,long,2
:,1_NL_2_SP,float,2
:,1_NL_2_SP,double,2
:,1_NL_2_SP,boolean,2
boolean,0_None,[,200
public,1_SP,short,124
;,2_NL_4_SP,protected,7
COMMENT,1_NL,break,118
{,1_NL_2_SP,break,55
NULL_LITERAL,1_NL_4_SP,||,59
&&,1_SP,super,9
;,2_NL_12_SP,for,2
;,2_NL_4_SP,AT,34
),1_NL_4_SP,||,84
IDENTIFIER,1_NL,&&,162
COMMENT,1_NL,default,319
(,0_None,;,147
;,1_NL_12_SP,try,3
->,1_NL_4_SP,IDENTIFIER,109
<=,1_SP,this,17
:,1_NL_2_SP,this,29
:,1_NL_2_SP,},1
),1_SP,INTEGER_LITERAL,755
;,1_NL,synchronized,374
COMMENT,2_NL_4_SP,IDENTIFIER,1
;,1_NL_12_SP,this,1
{,1_NL_6_SP,IDENTIFIER,7
),1_NL_4_SP,==,5
COMMENT,1_NL_2_SP,byte,2
),1_NL_4_SP,public,18
),1_NL_4_SP,private,11
{,2_NL_10_SP,IDENTIFIER,1
{,1_NL_10_SP,IDENTIFIER,4
STRING_LITERAL,1_NL_2_SP,},14
IDENTIFIER,1_NL,boolean,201
NULL_LITERAL,1_NL,&&,51
;,2_NL_8_SP,public,130
{,1_NL_6_SP,this,3
--,1_SP,<=,12
INTEGER_LITERAL,1_NL,&&,7
IDENTIFIER,1_NL_4_SP,?,1
;,2_NL,super,61
default,1_SP,void,271
|=,1_SP,IDENTIFIER,297
",",1_SP,+,2
+,0_None,IDENTIFIER,3680
;,1_NL_4_SP,break,744
;,2_NL_8_SP,private,222
+,1_SP,++,1
{,2_NL_2_SP,byte,6
;,2_NL_8_SP,AT,467
;,1_NL_4_SP,throw,36
),1_NL,||,132
NULL_LITERAL,1_NL,||,50
COMMENT,1_NL_2_SP,case,3
final,1_SP,short,34
new,1_SP,boolean,36
<,0_None,boolean,12
INTEGER_LITERAL,1_NL,||,2
{,2_NL_2_SP,switch,1
<<=,1_SP,(,1
STRING_LITERAL,1_NL_4_SP,),990
{,1_NL_6_SP,IDENTIFIER,11
),1_NL,),40
throws,1_NL_4_SP,IDENTIFIER,7
{,1_NL_4_SP,STRING_LITERAL,448
STRING_LITERAL,1_NL_4_SP,},446
],0_None,::,183
IDENTIFIER,1_SP,&=,123
&=,1_SP,IDENTIFIER,31
&&,1_SP,NULL_LITERAL,71
?,1_SP,!,55
",",1_NL_24_SP,final,23
),1_NL,;,307
;,3_NL_8_SP,private,6
;,1_NL_8_SP,private,208
+,1_SP,new,66
},2_NL_4_SP,),2
class,1_SP,},8
IDENTIFIER,1_NL_1_SP,",",1
},4_NL_2_SP,},9
(,1_NL_8_SP,final,87
final,1_SP,AT,6
),1_NL_6_SP,AT,2
IDENTIFIER,1_NL_6_SP,IDENTIFIER,2
class,1_NL_4_SP,&&,6
class,1_NL,&&,19
!=,1_SP,byte,7
),1_SP,NULL_LITERAL,80
),1_NL,!=,4
||,1_SP,NULL_LITERAL,39
{,1_NL_2_SP,AT,16
;,1_NL_4_SP,continue,20
abstract,1_SP,boolean,214
private,1_SP,interface,37
},2_NL,synchronized,174
{,1_NL_2_SP,continue,7
),1_SP,this,644
?,1_NL_4_SP,NULL_LITERAL,12
BOOL_LITERAL,1_NL_4_SP,),156
",",1_NL_4_SP,STRING_LITERAL,22
COMMENT,1_NL_2_SP,if,11
:,1_NL,default,73
||,1_NL_4_SP,!,14
COMMENT,1_NL_3_TB,COMMENT,15
COMMENT,1_NL_3_SP,IDENTIFIER,133
INTEGER_LITERAL,1_NL_4_SP,&&,7
synchronized,1_SP,IDENTIFIER,508
synchronized,1_SP,<,73
>,1_SP,&&,7
(,1_SP,COMMENT,47
COMMENT,3_NL,COMMENT,29
COMMENT,1_NL,static,834
",",1_NL_4_SP,NULL_LITERAL,13
{,1_NL_2_SP,byte,1
.,1_NL,IDENTIFIER,659
;,2_NL_4_SP,this,11
{,1_NL_6_SP,COMMENT,3
),1_NL,void,279
COMMENT,1_NL_6_SP,COMMENT,5
COMMENT,2_NL_6_SP,try,4
;,1_NL_4_SP,boolean,8
;,1_NL_8_SP,long,67
;,1_NL_4_SP,double,1
",",1_NL_4_SP,new,5
{,1_NL_2_SP,default,5
COMMENT,1_NL,new,108
",",1_NL_4_SP,AT,29
),1_NL_8_SP,+,127
),1_NL_4_SP,",",3
COMMENT,0_None,),25
STRING_LITERAL,1_NL,.,3
;,1_NL_3_TB,this,4
IDENTIFIER,1_NL,COMMENT,77
+,1_NL_4_SP,(,4
;,1_NL_12_SP,int,11
",",1_NL_4_SP,BOOL_LITERAL,28
IDENTIFIER,1_NL_4_SP,||,16
),1_NL,",",34
IDENTIFIER,1_NL_4_SP,:,48
;,1_NL_8_SP,super,6
public,2_SP,class,1
=,2_SP,new,224
->,1_NL_4_SP,{,3
(,1_SP,new,2428
(,0_None,char,457
COMMENT,1_NL_3_TB,IDENTIFIER,9
>,1_NL_4_SP,extends,24
{,1_NL_2_SP,protected,1
.,0_None,this,431
),0_None,NULL_LITERAL,22
synchronized,1_SP,boolean,75
private,1_SP,synchronized,146
;,2_NL_4_SP,static,2
:,1_NL_4_SP,(,9
COMMENT,2_NL_2_SP,AT,1
},1_NL,AT,153
{,3_NL_2_SP,AT,9
synchronized,1_SP,int,61
;,2_NL,interface,103
INTEGER_LITERAL,1_SP,<=,115
{,1_NL_4_SP,break,951
),1_SP,.,7
;,1_NL_8_SP,continue,6
{,2_NL_4_SP,static,53
",",1_NL_25_SP,final,61
{,1_NL_21_SP,for,1
IDENTIFIER,2_SP,implements,6
",",1_NL_38_SP,final,171
{,1_NL_34_SP,IDENTIFIER,171
{,1_NL_21_SP,IDENTIFIER,2
->,1_SP,NULL_LITERAL,19
",",1_NL_23_SP,final,24
{,2_NL_3_SP,public,16
{,1_NL_21_SP,return,4
",",1_NL_26_SP,final,51
{,1_NL_22_SP,boolean,1
{,1_NL_4_SP,return,511
{,1_NL_19_SP,return,4
{,1_NL_20_SP,boolean,1
{,1_NL_5_SP,IDENTIFIER,55
;,1_NL_5_SP,},57
final,1_SP,synchronized,17
",",1_NL_27_SP,final,103
?,1_SP,super,381
super,1_SP,IDENTIFIER,379
",",1_SP,super,218
(,1_SP,INTEGER_LITERAL,2033
=,1_NL_8_SP,STRING_LITERAL,129
;,1_NL_8_SP,public,56
=,2_SP,STRING_LITERAL,17
(,1_SP,this,2279
(,1_SP,!,3053
{,3_NL_4_SP,final,2
},2_NL,else,9
this,1_SP,),1220
;,4_NL,private,8
},1_SP,),749
(,1_SP,final,841
{,3_NL_4_SP,private,32
(,1_SP,long,6111
},3_NL,protected,59
:,1_NL_7_SP,IDENTIFIER,26
(,1_SP,NULL_LITERAL,402
>,1_SP,),61
=,1_SP,!,261
(,1_SP,byte,694
),1_SP,int,10
;,5_NL,COMMENT,6
{,3_NL_4_SP,COMMENT,12
COMMENT,2_NL,return,82
},3_NL,final,4
{,2_NL_45_SP,this,7
{,2_NL_4_SP,final,90
",",1_NL_51_SP,final,8
{,2_NL_47_SP,final,7
",",1_NL_50_SP,final,21
{,2_NL_46_SP,final,7
",",1_NL_29_SP,final,110
{,1_NL_25_SP,super,9
;,2_NL_8_SP,static,52
BOOL_LITERAL,1_SP,),2117
;,3_NL,final,54
;,3_NL,return,64
*,1_SP,-,5
{,2_NL_4_SP,this,153
COMMENT,1_NL,else,112
{,2_NL_57_SP,return,1
{,1_NL_45_SP,super,2
(,1_SP,boolean,596
;,3_NL_8_SP,public,3
",",1_NL_30_SP,final,238
{,1_NL_26_SP,this,13
COMMENT,3_NL,final,2
),1_NL_22_SP,.,7
;,3_NL_26_SP,COMMENT,1
COMMENT,2_NL,final,29
;,3_NL_26_SP,final,1
(,1_NL_4_SP,final,180
{,3_NL,final,1
=,0_None,IDENTIFIER,245
COMMENT,1_NL_1_SP,return,13
{,2_NL_5_SP,final,1
),2_NL,COMMENT,2
;,2_NL_8_SP,COMMENT,840
),2_NL_4_SP,COMMENT,1
->,2_SP,new,1
),1_SP,;,50
},6_NL,public,2
IDENTIFIER,2_SP,),35
COMMENT,1_NL_4_SP,},42
{,1_NL_22_SP,super,20
;,1_NL,;,5
(,1_SP,AT,682
IDENTIFIER,1_NL_83_SP,.,2
{,1_NL_79_SP,IDENTIFIER,2
class,1_SP,),1909
{,3_NL_4_SP,IDENTIFIER,16
),1_NL,int,45
(,1_SP,double,262
DECIMAL_LITERAL,1_SP,),69
{,1_NL_4_SP,AT,5
{,4_NL_4_SP,final,1
),2_SP,),27
=,3_SP,IDENTIFIER,6
abstract,1_SP,byte,23
final,1_NL,IDENTIFIER,3
>,1_SP,-,48
},2_NL,continue,16
COMMENT,1_NL,synchronized,520
",",1_NL_8_SP,new,529
NULL_LITERAL,2_SP,),1
{,3_NL_4_SP,AT,8
(,1_SP,float,102
default,1_SP,BOOL_LITERAL,75
),1_NL_8_SP,protected,6
{,2_NL_4_SP,COMMENT,76
;,3_NL,int,8
;,2_NL_4_SP,final,146
},1_NL_4_SP,IDENTIFIER,199
return,1_NL_4_SP,IDENTIFIER,203
&&,1_NL,super,131
IDENTIFIER,1_NL,{,16262
(,1_NL_16_SP,IDENTIFIER,74
},2_NL_1_SP,COMMENT,23
COMMENT,1_NL_1_SP,public,9
{,1_NL_5_SP,return,10
),1_SP,new,98
instanceof,1_SP,byte,114
else,1_NL_4_SP,return,15
COMMENT,1_NL_1_SP,private,3
else,1_SP,throw,206
},1_NL_8_SP,},54
COMMENT,1_NL_1_SP,IDENTIFIER,66
;,1_NL_1_SP,IDENTIFIER,8
final,1_SP,transient,45
),1_NL_8_SP,&&,355
),1_NL_8_SP,?,126
?,1_NL_8_SP,IDENTIFIER,63
:,1_NL,IDENTIFIER,896
IDENTIFIER,1_NL,abstract,25
;,2_NL_16_SP,AT,52
IDENTIFIER,1_NL_8_SP,COMMENT,11
COMMENT,1_NL,?,15
IDENTIFIER,1_SP,int,12
{,1_SP,throw,30
COMMENT,1_NL_20_SP,},7
COMMENT,1_NL,:,22
{,1_NL_1_TB,AT,867
",",1_NL_10_TB,INTEGER_LITERAL,4
),1_NL_10_TB,),4
COMMENT,1_NL_1_TB,},1950
catch,0_None,(,1314
STRING_LITERAL,0_None,+,2537
{,1_NL_1_TB,for,1298
{,2_NL_1_TB,public,231
(,1_NL_1_TB,(,13
NULL_LITERAL,1_NL_1_TB,?,9
IDENTIFIER,1_NL,:,44
;,1_NL_2_TB,},1639
},1_NL_1_TB,),9
),1_NL_2_TB,.,117
(,1_NL_2_TB,STRING_LITERAL,248
STRING_LITERAL,1_NL_2_TB,),45
;,2_NL_2_TB,IDENTIFIER,126
IDENTIFIER,0_None,->,124
->,0_None,new,18
IDENTIFIER,0_None,==,177
==,0_None,NULL_LITERAL,199
),0_None,+,1966
},2_NL_1_TB,},2589
{,2_NL_1_TB,IDENTIFIER,1876
{,1_NL_1_TB,int,430
;,2_NL_1_TB,},2256
",",0_None,AT,9
IDENTIFIER,2_SP,IDENTIFIER,192
IDENTIFIER,1_NL_2_TB,.,116
->,1_NL_1_TB,IDENTIFIER,13
),1_NL_1_TB,.,301
->,0_None,IDENTIFIER,103
),1_NL_1_TB,throw,1907
;,1_NL_1_TB,return,300
(,1_NL_1_TB,STRING_LITERAL,151
},3_NL_1_TB,},24
{,1_NL_1_TB,super,809
?,0_None,INTEGER_LITERAL,3
:,0_None,INTEGER_LITERAL,3
{,3_NL_1_TB,AT,20
protected,1_SP,transient,63
},1_NL,synchronized,55
),1_NL_1_TB,IDENTIFIER,1204
;,1_NL_1_TB,else,387
else,1_NL_1_TB,IDENTIFIER,104
(,1_NL_1_TB,IDENTIFIER,227
),1_NL_1_TB,),117
IDENTIFIER,0_None,-,107
=,0_None,AT,2
{,1_NL_1_TB,long,191
),1_NL_5_SP,&&,16
;,1_NL_5_TB,if,5
class,1_NL_2_TB,),19
return,2_SP,(,27
{,2_NL_1_TB,return,179
;,2_NL_1_TB,IDENTIFIER,373
{,1_NL_1_TB,boolean,272
{,0_None,AT,46
{,1_NL_1_TB,(,46
;,2_NL_3_TB,},200
{,1_NL_1_TB,continue,291
COMMENT,1_NL_2_TB,},7
),0_None,?,14
private,1_SP,char,51
),1_SP,AT,296
IDENTIFIER,1_NL_1_TB,.,151
;,2_NL_1_TB,IDENTIFIER,2
;,2_NL_1_TB,if,102
},3_NL_1_SP,},82
COMMENT,1_NL,{,272
),1_NL_1_TB,||,40
{,1_NL,continue,56
>,0_None,{,84
IDENTIFIER,0_None,!=,95
!=,0_None,NULL_LITERAL,106
),0_None,!=,21
!=,0_None,INTEGER_LITERAL,10
(,1_NL_1_TB,new,31
IDENTIFIER,1_NL_1_TB,),31
),0_None,>,40
),0_None,<,3
),0_None,-,90
{,1_NL_1_TB,void,11
{,2_NL_2_TB,IDENTIFIER,16
;,4_NL,for,12
},2_NL_1_TB,AT,16
{,2_NL_1_TB,void,17
;,1_NL_1_TB,if,334
;,1_NL_4_TB,},155
{,3_NL_1_TB,return,1
return,1_NL_2_TB,new,9
),1_NL_2_TB,;,9
=,1_SP,AT,93
),1_NL_10_TB,.,12
;,1_NL_10_TB,int,12
?,1_NL_1_TB,NULL_LITERAL,11
;,2_NL_5_TB,IDENTIFIER,11
{,3_NL_1_TB,IDENTIFIER,8
),1_NL_2_TB,.,9
;,5_NL_14_TB,public,6
),1_NL_1_TB,return,554
;,0_None,IDENTIFIER,256
},1_NL,finally,867
",",0_None,?,246
;,1_NL_1_TB,COMMENT,74
COMMENT,1_NL_1_TB,IDENTIFIER,21
?,2_SP,IDENTIFIER,17
),1_SP,",",33
+,1_NL_2_TB,STRING_LITERAL,641
;,2_NL_2_TB,COMMENT,243
INTEGER_LITERAL,0_None,COMMENT,80
COMMENT,0_None,;,53
),0_None,>=,14
>=,0_None,INTEGER_LITERAL,23
INTEGER_LITERAL,1_NL_1_TB,&&,14
;,1_NL_22_TB,},2
?,1_NL_4_TB,NULL_LITERAL,3
;,2_NL_4_TB,IDENTIFIER,31
